StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q2_67_TEXT,Q20,Q20_21_TEXT,Q16,Q16_42_TEXT,Q17,Q19,Q19_9_TEXT,Q18,Q18_6_TEXT,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_9,Q3_10,Q4_First Click,Q4_Last Click,Q4_Page Submit,Q4_Click Count,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q6_First Click,Q6_Last Click,Q6_Page Submit,Q6_Click Count,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q8_First Click,Q8_Last Click,Q8_Page Submit,Q8_Click Count,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q10_First Click,Q10_Last Click,Q10_Page Submit,Q10_Click Count,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count
9/17/2020 6:52,9/17/2020 6:56,IP Address,68.234.144.28,100,228,TRUE,9/17/2020 6:56,R_3oFvCHfCpvG2xbK,,,,,40.44439697,-86.92559814,anonymous,EN,Analyst,,Finance,,New Jersey,,Male,Engineering,,United States,,Somewhat Agree,Disagree,Agree,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,7.019,36.403,38.985,11,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,11.855,33.97,34.533,11,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Agree,Disagree,Agree,Disagree,Somewhat Agree,Somewhat Agree,6.987,46.139,46.491,11,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,3.112,28.24,28.852,11,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Disagree,Somewhat Agree,Neutral,3.369,34.488,34.702,11
9/17/2020 10:45,9/17/2020 10:49,IP Address,165.225.50.222,100,267,TRUE,9/17/2020 10:49,R_3lt3JE298iScjXr,,,,,45.53309631,-122.7037048,anonymous,EN,Analyst,,Supply Chain,,"Seattle, WA",,Female,Economics,,China,,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Disagree,Neutral,Agree,Somewhat Agree,6.142,56.241,57.578,11,Disagree,Agree,Disagree,Agree,Disagree,Agree,Somewhat Disagree,Agree,Agree,Agree,5.343,22.597,23.359,11,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Agree,2.459,27.324,27.631,13,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Disagree,Disagree,2.688,96.574,97.627,13,Somewhat Disagree,Disagree,Agree,Disagree,Somewhat Agree,Disagree,Agree,Disagree,Somewhat Agree,Somewhat Agree,5.185,26.211,27.291,11
9/16/2020 9:17,9/17/2020 10:59,IP Address,107.185.196.143,100,92559,TRUE,9/17/2020 10:59,R_080Ih8VomcfnHPP,,,,,34.21060181,-118.8715973,anonymous,EN,Data Scientist/Engineer,,Healthcare,,"Los Angeles, CA",,Male,Other,Geophysics ,India,,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,7.44,61.808,63.346,17,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,3.311,51.159,52.459,17,Neutral,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,9.134,92.943,94.364,14,Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,43.356,136.625,138.093,18,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Disagree,Agree,Somewhat Agree,7.738,56.814,57.825,19
9/17/2020 10:57,9/17/2020 11:07,IP Address,107.194.169.114,100,577,TRUE,9/17/2020 11:07,R_2tFn77ZUyxa4gaY,,,,,42.46220398,-83.3993988,anonymous,EN,Data Scientist/Engineer,,Healthcare,,"Boston, MA",,Male,Engineering,,India,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,7.61,33.133,33.954,10,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,5.895,29.498,30.309,11,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,4.621,24.408,26.2,12,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,7.044,21.981,23.478,10,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,390.482,406.827,407.555,11
9/15/2020 21:58,9/17/2020 11:34,IP Address,68.50.195.55,100,135348,TRUE,9/17/2020 11:34,R_3lRLupep003gHoZ,,,,,40.44439697,-86.92559814,anonymous,EN,Analyst,,Technology,,Prefer to not respond,,Male,"Accounting,Other Business",,United States,,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,7.214,42.82,44.865,10,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,4.358,56.885,58.366,11,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,3.137,35.868,36.534,10,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,8.16,75.202,78.532,19,Somewhat Agree,Disagree,Neutral,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,3.758,35.898,37.174,10
9/17/2020 11:37,9/17/2020 11:40,IP Address,52.95.4.9,100,193,TRUE,9/17/2020 11:40,R_1Q6DrQKCufuSh6D,,,,,39.96530151,-83.02349854,anonymous,EN,Other,Program Manager,Supply Chain,,"Seattle, WA",,Male,Computer Science,,India,,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,9.04,32.357,33.193,11,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,4.823,25.481,26.232,10,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Agree,Neutral,Somewhat Agree,Somewhat Agree,3.306,20.922,21.71,10,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,4.556,19.113,20.33,10,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,2.253,22.688,23.519,10
9/17/2020 11:52,9/17/2020 11:55,IP Address,67.161.79.132,100,187,TRUE,9/17/2020 11:55,R_wZelpkXcaa6EzTP,,,,,37.65379333,-122.425705,anonymous,EN,Analyst,,Finance,,,,Male,Finance,,Other,Taiwan,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,5.715,32.475,33.011,10,Somewhat Agree,Neutral,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,3.797,24.565,25.094,10,Somewhat Agree,Somewhat Disagree,Agree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Agree,Agree,2.704,27.12,27.617,10,Somewhat Disagree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Disagree,Disagree,Somewhat Disagree,Disagree,7.036,24.46,25.333,11,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Disagree,2.448,30.137,30.883,11
9/17/2020 11:11,9/17/2020 12:21,IP Address,66.253.158.26,100,4193,TRUE,9/17/2020 12:21,R_24BgiIVcf6S1LT7,,,,,40.44439697,-86.92559814,anonymous,EN,Other,Business Intelligence Analyst,Construction,,,,Male,Engineering,,India,,Somewhat Disagree,Agree,Agree,Disagree,Agree,Neutral,Agree,Neutral,Neutral,Disagree,5.036,32.889,33.867,13,Somewhat Agree,Somewhat Agree,Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,5.902,30.072,30.865,11,Agree,Disagree,Agree,Disagree,Somewhat Agree,Disagree,Agree,Somewhat Disagree,Somewhat Agree,Neutral,2.987,34.011,34.798,10,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,2.618,28.742,30.422,16,Agree,Disagree,Agree,Disagree,Agree,Disagree,Somewhat Agree,Neutral,Neutral,Agree,3851.753,4016.311,4017.315,10
9/17/2020 13:54,9/17/2020 13:58,IP Address,24.4.4.12,100,268,TRUE,9/17/2020 13:58,R_22RJIKQiv6CXxvW,,,,,37.39309692,-121.9620056,anonymous,EN,Analyst,,Marketing,,"San Francisco, CA",,Male,Engineering,,India,,Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Neutral,Neutral,Neutral,12.605,74.456,75.579,22,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,5.287,35.629,38.486,18,Neutral,Agree,Neutral,Agree,Disagree,Agree,Agree,Neutral,Somewhat Agree,Neutral,2.289,36.379,36.821,16,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,6.867,26.766,27.499,13,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Agree,Neutral,5.379,27.943,28.716,14
9/17/2020 15:44,9/17/2020 15:49,IP Address,73.202.177.26,100,294,TRUE,9/17/2020 15:49,R_2CNGWRvlZ3bE6q7,,,,,37.38589478,-122.0881958,anonymous,EN,Analyst,,Construction,,"San Jose, CA",,Female,Other,,China,,Disagree,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,Neutral,Somewhat Agree,9.795,71.405,72.995,15,Neutral,Somewhat Agree,Disagree,Agree,Neutral,Agree,Somewhat Disagree,Agree,Agree,Somewhat Agree,7.828,48.027,49.297,14,Somewhat Agree,Neutral,Agree,Disagree,Somewhat Agree,Disagree,Neutral,Neutral,Agree,Agree,6.102,45.909,47.067,13,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.117,25.743,26.919,11,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Agree,12.971,42.901,43.917,12
9/17/2020 22:51,9/17/2020 22:56,IP Address,108.184.207.69,100,276,TRUE,9/17/2020 22:56,R_3dKTrNPAlgF7sTQ,,,,,33.76199341,-117.9324951,anonymous,EN,Analyst,,Finance,,Other,"Garden Grove, CA",Female,Economics,,Other,Vietnam,Disagree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,0.726,49.129,50.166,15,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,1.917,35.149,36.045,18,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Agree,Disagree,Agree,Disagree,Agree,Agree,0.601,57.162,57.979,17,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,1.142,27.648,28.435,14,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,3.364,26.844,27.809,15
9/18/2020 6:14,9/18/2020 6:22,IP Address,103.211.15.115,100,459,TRUE,9/18/2020 6:22,R_1C3yuDQqJ2lAcjw,,,,,28.65190125,77.23150635,anonymous,EN,Data Scientist/Engineer,,Other,FMCG,Other,"Dubai, UAE",Male,"Engineering,Computer Science",,India,,Neutral,Neutral,Agree,Somewhat Disagree,Agree,Somewhat Disagree,Agree,Somewhat Disagree,Agree,Somewhat Disagree,9.051,48.378,50.035,10,Somewhat Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,7.265,95.741,96.945,13,Somewhat Disagree,Disagree,Agree,Disagree,Neutral,Disagree,Agree,Disagree,Agree,Agree,6.076,90.848,92.123,10,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Disagree,Somewhat Disagree,Disagree,13.024,66.895,68.069,11,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Neutral,4.915,59.665,60.379,10
9/18/2020 7:47,9/18/2020 7:53,IP Address,70.178.246.63,100,370,TRUE,9/18/2020 7:53,R_2eQIzRRSVAKDlLd,,,,,36.35189819,-94.21970367,anonymous,EN,Consultant,,Communications,,"Philadelphia, PA",,Male,Computer Science,,India,,Somewhat Agree,Disagree,Agree,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Disagree,4.682,58.246,64.168,20,Disagree,Agree,Disagree,Agree,Disagree,Somewhat Agree,Somewhat Disagree,Agree,Agree,Somewhat Agree,6.253,55.865,58.729,16,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Neutral,Somewhat Agree,2.893,80.364,83.282,17,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,3.731,49.781,54.386,16,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,2.879,42.447,43.573,14
9/18/2020 8:44,9/18/2020 8:53,IP Address,163.116.133.119,100,562,TRUE,9/18/2020 8:53,R_xycjC3sGgKqSZu9,,,,,41.84829712,-87.65170288,anonymous,EN,Data Scientist/Engineer,,Marketing,,"Chicago, IL",,Male,Engineering,,India,,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,10.277,69.047,69.954,10,Somewhat Agree,Agree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,123.222,162.371,163.277,10,Somewhat Agree,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Disagree,Agree,Neutral,Somewhat Agree,Somewhat Agree,56.95,88.719,89.346,10,Somewhat Disagree,Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,87.909,140.64,141.283,12,Neutral,Somewhat Disagree,Neutral,Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,5.814,38.31,39.35,10
9/11/2020 11:08,9/11/2020 11:09,IP Address,66.253.158.27,17,52,FALSE,9/18/2020 11:09,R_1kHXoaJNUyNCjEv,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2020 13:23,9/18/2020 13:32,IP Address,66.253.158.28,100,547,TRUE,9/18/2020 13:32,R_4ZMii8Xi4vVSd9f,,,,,40.44439697,-86.92559814,anonymous,EN,Analyst,,Supply Chain,,"Dallas, TX",,Male,Engineering,,India,,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Agree,Somewhat Agree,Somewhat Agree,8.246,46.979,48.098,10,Agree,Neutral,Disagree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Agree,Agree,Agree,5.744,31.668,32.734,10,Somewhat Agree,Neutral,Agree,Disagree,Somewhat Agree,Disagree,Agree,Disagree,Agree,Neutral,6.079,34.601,35.983,10,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,6.512,27.421,29.567,10,Agree,Disagree,Agree,Somewhat Disagree,Agree,Disagree,Agree,Neutral,Agree,Agree,2.282,241.028,241.96,10
9/18/2020 15:43,9/18/2020 15:48,IP Address,67.170.33.83,100,278,TRUE,9/18/2020 15:48,R_RyIHhDPtZduXWyB,,,,,47.62950134,-122.3164978,anonymous,EN,Business Intelligence,,Finance,,"Seattle, WA",,Female,Computer Science,,India,,Disagree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Agree,6.866,44.4,45.875,14,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Somewhat Agree,Somewhat Agree,2.381,47.13,48.894,17,Somewhat Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Somewhat Agree,Neutral,1.378,30.963,32.472,16,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Disagree,Neutral,Somewhat Disagree,2.379,55.76,59.197,20,Neutral,Neutral,Somewhat Agree,Disagree,Neutral,Disagree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,1.011,53.123,54.786,27
9/18/2020 17:36,9/18/2020 17:42,IP Address,24.193.130.120,100,412,TRUE,9/18/2020 17:42,R_1IoeTgqKxWXZgDI,,,,,40.60009766,-73.74970245,anonymous,EN,Consultant,,Technology,,"New York, NY",,Male,Engineering,,India,,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,1.95,130.333,131.536,41,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,3.529,32.882,33.827,17,Neutral,Somewhat Disagree,Agree,Disagree,Agree,Neutral,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,5.737,48.137,49.397,20,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Neutral,Somewhat Disagree,2.227,40.489,41.887,24,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Agree,Neutral,2.29,38.472,39.283,20
9/18/2020 20:44,9/18/2020 20:51,IP Address,174.226.5.61,100,419,TRUE,9/18/2020 20:51,R_1dgAFoyNX9U0hfV,,,,,36.86950684,-76.29450226,anonymous,EN,Data Scientist/Engineer,,Finance,,Other,,Male,Engineering,,India,,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,13.387,59.729,61.302,15,Disagree,Somewhat Agree,Somewhat Agree,Agree,Disagree,Agree,Somewhat Disagree,Neutral,Agree,Agree,6.892,68.802,70.025,15,Somewhat Agree,Neutral,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,4.327,56.788,58.751,13,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,2.589,38.373,40.102,16,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,4.846,34.369,36.768,14
9/19/2020 9:18,9/19/2020 9:25,IP Address,68.234.144.25,100,386,TRUE,9/19/2020 9:25,R_3MLGiyaRCZ8WtDR,,,,,40.44439697,-86.92559814,anonymous,EN,Analyst,,Other,Retail,Other,"Mooresville, NC",Female,Engineering,,India,,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,9.854,61.737,63.649,12,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,3.23,49.386,50.303,14,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Disagree,Neutral,Neutral,9.667,70.302,71.838,12,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,16.466,44.066,45.325,10,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Agree,Neutral,5.157,50.818,51.84,12
9/19/2020 17:17,9/19/2020 17:22,IP Address,207.229.178.77,100,284,TRUE,9/19/2020 17:22,R_247wehk1ilMwHdO,,,,,41.8710022,-87.62889862,anonymous,EN,Analyst,,Finance,,"Chicago, IL",,Female,Engineering,,India,,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Agree,5.67,57.388,58.377,16,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Disagree,Neutral,Somewhat Disagree,Agree,Somewhat Agree,Neutral,3.634,47.399,48.872,16,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,3.71,46.936,48.392,14,Disagree,Agree,Disagree,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,3.685,35.344,37.089,15,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Agree,Disagree,Agree,Somewhat Agree,3.873,41.723,42.866,13
9/19/2020 19:37,9/19/2020 19:40,IP Address,67.170.36.162,100,220,TRUE,9/19/2020 19:40,R_cOTQgjWNWZNkPEB,,,,,47.62950134,-122.3164978,anonymous,EN,Business Intelligence,,Technology,,"Seattle, WA",,Female,Computer Science,,India,,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Agree,Somewhat Disagree,Somewhat Agree,8.812,46.686,49.032,12,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,4.903,33.167,34.258,12,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,3.512,33.203,34.186,12,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,1.757,28.949,30.947,12,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,2.46,25.884,26.982,12
9/19/2020 21:47,9/19/2020 21:52,IP Address,68.234.144.103,100,293,TRUE,9/19/2020 21:52,R_3sgmUGSjHZxxV0z,,,,,40.44439697,-86.92559814,anonymous,EN,Data Scientist/Engineer,,Marketing,,Prefer to not respond,,Female,Other Business,,Other,Taiwan,Agree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,7.078,54.476,55.187,12,Somewhat Disagree,Somewhat Agree,Disagree,Agree,Disagree,Agree,Disagree,Somewhat Agree,Agree,Agree,6.512,36.936,37.271,12,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Neutral,Somewhat Agree,Agree,2.013,50.459,51.088,12,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,6.551,49.913,51.951,11,Neutral,Somewhat Disagree,Agree,Somewhat Disagree,Agree,Disagree,Agree,Neutral,Disagree,Agree,5.9,42.306,42.777,10
9/19/2020 21:51,9/19/2020 21:55,IP Address,68.234.144.25,100,246,TRUE,9/19/2020 21:55,R_0x0iExf8XacmL8R,,,,,40.44439697,-86.92559814,anonymous,EN,Data Scientist/Engineer,,Technology,,Prefer to not respond,,Male,"Computer Science,Other Business",,Other,Taiwan ,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,2.339,48.532,51.114,18,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,3.691,54.108,56.233,20,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,2.319,26.464,26.519,18,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,2.667,30.369,32.141,17,Neutral,Somewhat Disagree,Neutral,Disagree,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,6.17,37.269,38.601,21
